"MuFuture","MuNow","BGANow","BGAFuture","BGAFutureL","BGANowL","Temp","PAR","Stability","Wind","TempDiff","TempAcc","TempJerk","ChlaNowL","ChlaFutureL","BGAShlwMean","PARTemp","Ph","Dates"
-0.154150679827258,-0.421439106205604,1.2,0.6,-0.349867681434231,0.0715714247713736,17.5,1211,-0.0211235530219429,25.6,-0.00830228229109328,0.000123242789443718,9.97499650054726e-07,0.916290731874155,0.405465108108164,-0.0454623740767574,2152.5,17.5,2018-06-02 15:30:00
0,-0.423135182593715,1,0.7,-0.350886707274201,0.0722484753195142,17.5,1334,-0.0189867772394494,28.3,-0.00816849223364707,0.000124200758255088,9.70683243745448e-07,0.832909122935104,0.470003629245736,-0.0440099409964424,3150.4,17.6,2018-06-02 15:40:00
-0.154150679827258,-0.424798865051349,1.1,0.6,-0.35190053331986,0.0728983317314888,17.5,330,-0.0167338025280514,23.1,-0.00803364420549338,0.000125132195923852,9.43565154794458e-07,0.916290731874155,0.53062825106217,-0.0418352391607543,2012.5,17.5,2018-06-02 15:50:00
-0.154150679827258,-0.426429995604187,1.1,0.6,-0.352909101542407,0.07352089406178,17.4,254,-0.0143641190735975,22.3,-0.00789776688102719,0.000126036817367449,9.16150711997667e-07,0.916290731874155,0.587786664902119,-0.0403880609052881,1697.5,17.5,2018-06-02 16:00:00
0,-0.42802842087976,1,0.7,-0.353912354411383,0.0741160664683769,17.4,304,-0.0118772557211235,27.5,-0.00776088927793898,0.000126914342928008,8.88445406430592e-07,0.916290731874155,0.53062825106217,-0.0382212128201979,1312.5,17.5,2018-06-02 16:10:00
0.287682072451781,-0.42959399206016,1.1,0.8,-0.354910234841791,0.0746837572183697,17.4,396,-0.00927278041588354,23.8,-0.00762304075174301,0.000127764498526866,8.60454891516052e-07,0.916290731874155,0.641853886172395,-0.0367792515032964,2135,17.5,2018-06-02 16:20:00
0.251314428280906,-0.431126564833459,1.2,0.9,-0.355902686140049,0.0752238786934097,17.4,297,-0.00655030063249449,25.9,-0.00748425099010786,0.000128587015818986,8.32184982999026e-07,0.916290731874155,0.470003629245736,-0.0339015516756812,1697.5,17.5,2018-06-02 16:30:00
-0.154150679827258,-0.432625999343894,1,0.6,-0.356889651948842,0.0757363473950526,17.4,654,-0.00370946379192625,17.9,-0.00734455000700427,0.000129381632347211,8.03641658827524e-07,0.8754687373539,0.587786664902119,-0.0324658012495771,2450,17.5,2018-06-02 16:40:00
-0.356674943938732,-0.434092160140881,1.1,0.7,-0.357871076190878,0.0762210839500037,17.4,237,-0.000749957666072743,20.4,-0.00720396813665688,0.000130148091696272,7.74831058936623e-07,0.8754687373539,0.53062825106217,-0.0303160333130844,822.5,17.5,2018-06-02 16:50:00
-0.287682072451781,-0.435524916126909,1,0.6,-0.358846903011624,0.0766780131152856,17.4,994,0.00232848923035893,21.1,-0.00706253602730818,0.000130886143646424,7.45759484934924e-07,0.993251773010283,0.470003629245736,-0.0296004697762906,1627.5,17.5,2018-06-02 17:00:00
0,-0.436924140504387,1,0.7,-0.359817076721039,0.0771070637833478,17.4,351,0.00552610726090231,22.3,-0.00692028463479427,0.000131595544326636,7.16433399694257e-07,0.916290731874155,0.53062825106217,-0.0281708769666963,1861.8,17.4,2018-06-02 17:10:00
-0.133531392624523,-0.438289710721494,1,0.7,-0.360781541734361,0.0775081689871332,17.4,257,0.00884308530158696,20.6,-0.00677724521592476,0.000132276056367243,6.86859426839895e-07,0.916290731874155,0.641853886172395,-0.0267433249755108,887.4,17.4,2018-06-02 17:20:00
-0.133531392624523,-0.43962150841711,1.1,0.7,-0.361740242511989,0.0778812659051214,17.4,832,0.0122795703886516,21.9,-0.00663344932167893,0.000132927449051915,6.57044350138204e-07,0.916290731874155,0.641853886172395,-0.0246058108022002,1722.6,17.4,2018-06-02 17:30:00
-0.470003629245736,-0.440919419364877,1,0.5,-0.362693123498513,0.0782262958663643,17.4,773,0.0158356673799689,28.1,-0.00648892879020953,0.000133549498468901,6.2699511278703e-07,0.993251773010283,0.641853886172395,-0.0231833354556572,2296.8,17.4,2018-06-02 17:40:00
-0.154150679827258,-0.442183333416472,1,0.6,-0.363640129060943,0.0785432043555295,17.4,147,0.0195114386304323,23.2,-0.00634371573965434,0.00013414198766142,5.96718816599273e-07,0.916290731874155,0.641853886172395,-0.0224728558520585,1635.6,17.4,2018-06-02 17:50:00
-0.336472236621213,-0.443413144444148,1.1,0.5,-0.36458120342618,0.0788319410179683,17.4,662,0.0233069036815542,27.5,-0.00619784256076477,0.000134704706777085,5.66222721086841e-07,0.955511445027436,0.587786664902119,-0.0210534091978324,1687.8,17.4,2018-06-02 18:00:00
-0.287682072451781,-0.444608750282623,1.1,0.6,-0.365516290617802,0.0790924596648206,17.4,484,0.0272220389655196,15.1,-0.00605134190934369,0.000135237453216284,5.35514242437255e-07,0.993251773010283,0.641853886172395,-0.0189280098855188,1948.8,17.4,2018-06-02 18:10:00
-0.336472236621213,-0.445770052670369,1.1,0.5,-0.3664453343922,0.0793247182781688,17.3,345,0.0312567775239382,20.3,-0.00590424669849325,0.000135740031779398,5.04600952386745e-07,0.955511445027436,0.587786664902119,-0.0175135824927084,1183.2,17.4,2018-06-02 18:20:00
-0.470003629245736,-0.44689695719039,1,0.5,-0.367368278174138,0.0795286790162519,17.3,360,0.035411008741533,19,-0.0057565900906806,0.000136212254812741,4.73490576985909e-07,0.955511445027436,0.587786664902119,-0.0161011528793657,1461.6,17.4,2018-06-02 18:30:00
0,-0.447989373210542,1,0.7,-0.368285064991786,0.0797043082187558,17.3,297,0.0396845780950012,21.2,-0.00560840548961519,0.000136653942353158,4.42190995259119e-07,0.955511445027436,0.641853886172395,-0.0146907154100036,1270.2,17.4,2018-06-02 18:40:00
0,-0.44904721382348,1.1,0.7,-0.369195637411295,0.0798515764121845,17.3,372,0.0440772869172798,17.4,-0.00545972653194362,0.000137064922271123,4.1071023775361e-07,0.8754687373539,0.641853886172395,-0.01257878220686,1384,17.3,2018-06-02 18:50:00
-0.154150679827258,-0.450070395786298,1.1,0.6,-0.370099937470973,0.0799704583153248,17.3,400,0.048588892177443,20.6,-0.0053105870787578,0.000137445030412242,3.79056484982718e-07,0.916290731874155,0.641853886172395,-0.00976979159580514,1107.2,17.3,2018-06-02 19:00:00
-0.154150679827258,-0.451058839459939,1.1,0.6,-0.370997906615124,0.0800609328448146,17.3,177,0.053219106276456,17.7,-0.0051610212069259,0.000137794110737131,3.47238065754334e-07,0.8754687373539,0.641853886172395,-0.00766821464017887,1505.1,17.3,2018-06-02 19:10:00
0,-0.452012468748446,1.1,0.7,-0.371889485627625,0.0801229831208214,17.3,145,0.0579675968590062,18.5,-0.00501106320023715,0.000138112015459387,3.15263455393019e-07,0.916290731874155,0.641853886172395,-0.00557104504945525,1193.7,17.3,2018-06-02 19:20:00
-0.405465108108164,-0.452931211038139,1.1,0.6,-0.372774614565303,0.080156596472836,17.3,213,0.0628339866416265,17.1,-0.00486074754037392,0.000138398605181752,2.83141273847761e-07,0.916290731874155,0.587786664902119,-0.00347826437632481,968.8,17.3,2018-06-02 19:30:00
-0.78845736036427,-0.453814997136772,1,0.5,-0.373653232691182,0.0801617644455901,17.3,88,0.0678178532573232,17,-0.00471010889770061,0.000138653749030202,2.50880283687583e-07,0.8754687373539,0.641853886172395,-0.00208550649102126,934.2,17.3,2018-06-02 19:40:00
0,-0.454663761212778,1,0.8,-0.374525278407677,0.0801384828051005,17.3,137,0.0729187291169151,15,-0.00455918212187913,0.000138877324785903,2.18489387982996e-07,0.8754687373539,0.641853886172395,-0.00138985428905419,1055.3,17.3,2018-06-02 19:50:00
-0.182321556793955,-0.455477440734638,1.1,0.5,-0.375390689189793,0.0800867515448454,17.3,170,0.078136101287287,7.9,-0.00440800223231241,0.000139069219014958,1.85977628075762e-07,0.8754687373539,0.641853886172395,0.00069420342947567,622.8,17.3,2018-06-02 20:00:00
-0.154150679827258,-0.456255976410495,1.1,0.6,-0.376249401518419,0.0800065748920761,17.3,66,0.0834694113867543,7.9,-0.00425660440841394,0.00013922932719579,1.53354181230361e-07,0.8754687373539,0.587786664902119,0.00346620797648633,605.5,17.3,2018-06-02 20:10:00
0.154150679827258,-0.456999312128052,1.1,0.7,-0.377101350813784,0.0798979613142683,17.3,56,0.0889180554977323,6.8,-0.00410502397970842,0.000139357553844023,1.20628358172778e-07,0.832909122935104,0.641853886172395,0.00484933406143765,447.2,17.2,2018-06-02 20:20:00
0,-0.457707394894861,1,0.6,-0.377946471369151,0.0797609235257102,17.3,54,0.0944813840968972,7.6,-0.00395329641576529,0.000139453812634839,8.78096005123096e-08,0.8754687373539,0.641853886172395,0.00554018037561535,275.2,17.2,2018-06-02 20:30:00
0.154150679827258,-0.458380174779052,1.1,0.7,-0.378784696284822,0.0795954784942301,17.3,35,0.100158702003021,6.3,-0.0038014573159686,0.000139518026522612,5.49074780466092e-08,0.8754687373539,0.641853886172395,0.00692044284457376,189.2,17.2,2018-06-02 20:40:00
0,-0.459017604850608,1.1,0.6,-0.379615957402543,0.079401647448065,17.3,26,0.105949268342657,6.3,-0.00364954239912139,0.000139550127857752,2.19316859494039e-08,0.8754687373539,0.641853886172395,0.00898727100023668,137.6,17.2,2018-06-02 20:50:00
0.133531392624523,-0.459619641123246,1.1,0.8,-0.38044018524038,0.0791794558828658,17.3,17,0.11185229653385,5.3,-0.00349758749289573,0.000139550058500594,-1.11079581592888e-08,0.832909122935104,0.693147180559945,0.0110498361865849,86,17.2,2018-06-02 21:00:00
-0.587786664902119,-0.460186242496981,1,0.5,-0.381257308928142,0.0789289335688382,17.3,12,0.11786695428803,4.8,-0.00334562852312106,0.000139517769932329,-4.42015172594443e-08,0.8754687373539,0.641853886172395,0.0124225199985573,51.6,17.2,2018-06-02 21:10:00
0.251314428280906,-0.460717370701459,1.1,0.9,-0.382067256143444,0.0786501145580149,17.3,8,0.123992363630258,3.1,-0.00319370150292094,0.000139453223362721,-7.73389380982496e-08,0.916290731874155,0.641853886172395,0.0144780191806532,17.2,17.2,2018-06-02 21:20:00
-0.405465108108164,-0.461212990240131,0.9,0.6,-0.382869953048477,0.0783430371916544,17.3,7,0.130227600937968,1.2,-0.00304184252170021,0.0001393563898346,-1.10510054473833e-07,0.916290731874155,0.693147180559945,0.0158460084500781,17.3,17.3,2018-06-02 21:30:00
-0.336472236621213,-0.461673068335341,1,0.5,-0.383665324227581,0.0780077441077602,17.3,7,0.136571696998362,2.9,-0.00289008773398279,0.00013922725032495,-1.43704590637491e-07,0.8754687373539,0.741937344729377,0.0158460084500781,17.3,17.3,2018-06-02 21:40:00
0.133531392624523,-0.462097574874407,0.9,0.8,-0.384453292625691,0.0776442822487161,17.3,6,0.143023637084595,4.7,-0.00273847334810752,0.000139065795842572,-1.76912164817596e-07,0.916290731874155,0.641853886172395,0.0158460084500781,17.3,17.3,2018-06-02 21:50:00
0.154150679827258,-0.462486482356773,1,0.7,-0.385233779487743,0.0772527028690298,17.3,7,0.149582361050882,2.7,-0.00258703561478074,0.000138872027522085,-2.10122292857881e-07,0.8754687373539,0.832909122935104,0.0165293019512105,17.4,17.4,2018-06-02 22:00:00
-0.287682072451781,-0.462839765842307,1.1,0.6,-0.386006704299127,0.0768330615431801,17.3,6,0.156246763446659,4.2,-0.00243581081549426,0.000138645956714222,-2.43324391980709e-07,0.832909122935104,0.693147180559945,0.0185763855729355,17.4,17.4,2018-06-02 22:10:00
0.287682072451781,-0.463157402900808,1.1,0.8,-0.386771984727257,0.0763854181735513,17.3,7,0.16301569364992,3.8,-0.00228483525081074,0.000138387605072357,-2.76507784661814e-07,0.832909122935104,0.693147180559945,0.0206192872027356,0,17.4,2018-06-02 22:20:00
-0.336472236621213,-0.463439373562811,1,0.5,-0.387529536564361,0.07590983699845,17.2,8,0.169887956019843,5,-0.00213414522851804,0.000138097004635038,-3.09661702629511e-07,0.832909122935104,0.693147180559945,0.0212993280313912,17.4,17.4,2018-06-02 22:30:00
0.251314428280906,-0.463685660271744,1.1,0.9,-0.388279273671553,0.0754063866001912,17.2,7,0.176862310068811,4.7,-0.00198377705165996,0.00013777419790449,-3.42775290980257e-07,0.8754687373539,0.641853886172395,0.0240148762038739,17.4,17.4,2018-06-02 22:40:00
0.105360515657826,-0.463896247837522,1.1,1,-0.389021107924281,0.074875139913242,17.2,7,0.183937470653933,5.4,-0.00183376700644707,0.000137419237920958,-3.75837612408736e-07,0.832909122935104,0.641853886172395,0.0267230701407535,17.4,17.4,2018-06-02 22:50:00
-0.287682072451781,-0.464071123391643,1.1,0.6,-0.389754949159234,0.0743161742324087,17.2,8,0.191112108188154,4,-0.00168415135004893,0.000137032188332774,-4.08837651561036e-07,0.8754687373539,0.693147180559945,0.0294239495678858,17.4,17.4,2018-06-02 23:00:00
0,-0.464210276343842,1,0.7,-0.390480705122786,0.0737295712210559,17.2,8,0.198384848871044,5.5,-0.001534966298277,0.000136613123462093,-4.41764319499907e-07,0.832909122935104,0.693147180559945,0.0294239495678858,17.4,17.4,2018-06-02 23:10:00
0.693147180559945,-0.464313698340396,1,1.2,-0.391198281421056,0.0731154169193402,17.2,7,0.205754274939337,6.1,-0.00138624801315931,0.000136162128366067,-4.74606458287522e-07,0.8754687373539,0.641853886172395,0.0307716586667537,0,17.4,2018-06-02 23:20:00
-0.356674943938732,-0.464381383224112,1,0.7,-0.391907581471669,0.0724738017524423,17.2,8,0.213218924937302,6.7,-0.00123803259041409,0.000135679298893473,-5.07352845683986e-07,0.832909122935104,0.693147180559945,0.0307716586667537,17.3,17.3,2018-06-02 23:30:00
-0.367724780125317,-0.464413326996087,1.1,0.9,-0.392608506457304,0.0718048205387825,17.2,8,0.220777294006998,3.6,-0.00109035604682387,0.000135164741736674,-5.39992199958488e-07,0.832909122935104,0.641853886172395,0.0334616401139627,17.3,17.3,2018-06-02 23:40:00
-0.405465108108164,-0.464409527779292,1.1,0.6,-0.393300955281092,0.0711085724982002,17.2,7,0.228427834198473,1.7,-0.00094325430752026,0.000134618574478694,-5.72513184815708e-07,0.78845736036427,0.693147180559945,0.0348039221946921,17.3,17.3,2018-06-02 23:50:00
-0.356674943938732,-0.464369985784039,1.1,0.7,-0.393984824523959,0.0703851612600799,17.2,8,0.236168954799948,2.8,-0.000796763193181881,0.000134040925635481,-6.0490441443196e-07,0.832909122935104,0.693147180559945,0.0368139731227164,0,17.3,2018-06-03 00:00:00
0,-0.464294703275385,1,0.9,-0.394660008403982,0.0696346948714029,17.2,8,0.243999022688039,5.4,-0.000650918407147745,0.000133431934693114,-6.37154458602295e-07,0.832909122935104,0.693147180559945,0.0368139731227164,17.3,17.3,2018-06-03 00:10:00
0,-0.464183684542543,1,0.6,-0.395326398737837,0.0688572858047059,17.2,8,0.25191636269802,5,-0.000505755522459819,0.000132791752139932,-6.6925184799951e-07,0.832909122935104,0.693147180559945,0.0374830932547405,17.3,17.3,2018-06-03 00:20:00
0,-0.464036935870337,1.1,0.8,-0.395983884904415,0.0680530509659211,17.2,8,0.259919258014175,3.1,-0.000361309968831436,0.000132120539493435,-7.01185079535335e-07,0.832909122935104,0.693147180559945,0.0394877715071186,17.2,17.2,2018-06-03 00:30:00
-0.117783035656383,-0.463854465512763,1.1,0.8,-0.396632353810681,0.0672221117020812,17.2,8,0.268005950580235,5.1,-0.000217617019555258,0.00013141846932193,-7.32942621832422e-07,0.916290731874155,0.693147180559945,0.0408219945202552,0,17.2,2018-06-03 00:40:00
-0.606135803570316,-0.463636283668703,1.1,0.6,-0.397271689859841,0.0663645938088625,17.2,8,0.276174641529901,1.4,-7.47117783502348e-05,0.000130685725260778,-7.64512920796285e-07,0.8754687373539,0.693147180559945,0.0421544397540338,17.3,17.3,2018-06-03 00:50:00
-0.510825623765991,-0.46338240245984,1.1,0.6,-0.397901774921897,0.0654806275379425,17.2,8,0.284423491637458,2,6.7370833839956e-05,0.000129922502023162,-7.95884405293108e-07,0.832909122935104,0.641853886172395,0.0434851119397389,17.2,17.2,2018-06-03 01:00:00
0,-0.46309283591081,1,0.7,-0.398522488306663,0.0645703476041473,17.2,8,0.292750621788455,2.2,0.000208596092097856,0.000129129005405255,-8.27045492922144e-07,0.832909122935104,0.641853886172395,0.0441497846129298,17.2,17.2,2018-06-03 01:10:00
-0.133531392624523,-0.462767599931653,1.2,0.7,-0.399133706739289,0.0636338931923638,17.2,8,0.301154113470421,3.2,0.000348929480817307,0.000128305452285845,-8.5798459589003e-07,0.78845736036427,0.641853886172395,0.0461411559978551,17.2,17.2,2018-06-03 01:20:00
-0.133531392624523,-0.462406712302578,1.1,0.7,-0.39973530433839,0.0626714079641885,17.2,8,0.309632009283593,3.7,0.00048833670702514,0.000127452070620121,-8.88690126976679e-07,0.832909122935104,0.641853886172395,0.0468040661978025,17.2,17.2,2018-06-03 01:30:00
0,-0.462010192661104,1,0.8,-0.400327152596816,0.0616830400642873,17.2,8,0.318182313471599,2.1,0.000626783713725675,0.000126569099427701,-9.19150505594298e-07,0.916290731874155,0.693147180559945,0.0481285697026932,17.2,17.2,2018-06-03 01:40:00
-0.287682072451781,-0.461578062491591,1,0.6,-0.400909120365151,0.0606689421264398,17.2,8,0.326802992472046,2.5,0.00076423669326524,0.000125656788774762,-9.49354163936277e-07,0.741937344729377,0.693147180559945,0.048790164169432,17.2,17.2,2018-06-03 01:50:00
-0.287682072451781,-0.461110345117214,1.1,0.6,-0.401481073837979,0.0596292712792353,17.2,8,0.335491975486942,4.8,0.000900662100705461,0.000124715399750244,-9.79289553210963e-07,0.78845736036427,0.641853886172395,0.0494513212183098,17.2,17.2,2018-06-03 02:00:00
-0.154150679827258,-0.460607065694391,1.1,0.6,-0.402042876542997,0.0585641891513936,17.2,8,0.344247155072878,5.4,0.00103602666720678,0.000123745204435993,-1.00894514996008e-06,0.741937344729377,0.693147180559945,0.0514321736322707,17.2,17.2,2018-06-03 02:10:00
-0.944461608840852,-0.460068251209703,1.1,0.7,-0.402594389333022,0.0574738618766811,17.2,8,0.353066387750874,4,0.00117029741340147,0.000122746485870827,-1.03830946245449e-06,0.78845736036427,0.641853886172395,0.052750565385529,17.2,17.2,2018-06-03 02:20:00
0,-0.459493930479334,1,0.8,-0.403135470380943,0.0563584600983913,17.2,9,0.361947494635806,8.5,0.00130344166276147,0.000121719538008429,-1.06737103716871e-06,0.8754687373539,0.587786664902119,0.052750565385529,0,17.1,2018-06-03 02:30:00
-0.538996500732687,-0.458884134151035,1.2,0.7,-0.403665975177677,0.0552181589733576,17.2,8,0.370888262085283,6,0.00143542705494794,0.000120664665669078,-1.09611846532474e-06,0.832909122935104,0.587786664902119,0.0547248996892465,0,17.1,2018-06-03 02:40:00
0.367724780125317,-0.45823889470865,1.2,1.3,-0.404185756533184,0.0540531381754655,17.2,8,0.379886442367866,8.4,0.00156622155913091,0.000119582184485069,-1.12454038950797e-06,0.832909122935104,0.641853886172395,0.0566953436765453,17.1,17.1,2018-06-03 02:50:00
-0.405465108108164,-0.457558246479213,1.1,0.6,-0.40469466458058,0.0528635818986331,17.2,8,0.388939754350488,4.4,0.00169579348728056,0.000118472420839834,-1.15262551034353e-06,0.832909122935104,0.741937344729377,0.058006819274356,17.1,17.1,2018-06-03 03:00:00
-0.470003629245736,-0.456842225642624,1.1,0.5,-0.405192546783396,0.0516496788592281,17.2,8,0.398045884204933,8.2,0.00182411150741334,0.000117335711800697,-1.18036259323567e-06,0.78845736036427,0.693147180559945,0.0593165771564195,17.1,17.1,2018-06-03 03:10:00
0.154150679827258,-0.45609087024392,1.1,0.7,-0.405679247946037,0.0504116222978828,17.2,8,0.407202486133218,8.4,0.00195114465679129,0.000116172405045262,-1.20774047516243e-06,0.78845736036427,0.641853886172395,0.0606246218164348,17.1,17.1,2018-06-03 03:20:00
0.133531392624523,-0.45530422020814,1.1,0.8,-0.406154610227462,0.0491496099806774,17.3,8,0.416407183111706,9.8,0.00207686235506078,0.000114982858781307,-1.23474807151988e-06,0.78845736036427,0.587786664902119,0.0619309577304905,17,17,2018-06-03 03:30:00
-0.470003629245736,-0.454482317357791,1.1,0.5,-0.406618473158138,0.0478638441996524,17.3,9,0.425657567653763,8.2,0.00220123441732794,0.000113767441660259,-1.26137438301359e-06,0.832909122935104,0.693147180559945,0.0625834863017679,0,17.1,2018-06-03 03:40:00
0.133531392624523,-0.453625205432916,0.9,0.8,-0.407070673660297,0.0465545317726197,17.3,8,0.43495120259078,6.9,0.00232423106715877,0.000112526532684149,-1.28760850259441e-06,0.78845736036427,0.641853886172395,0.0619309577304905,17,17,2018-06-03 03:50:00
